323903,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,1,323903,1
181537,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
331779,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,#N/A,,#N/A
1027927,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
292562,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
4369326,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__,#N/A,,#N/A
234751,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
292094,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__flavefaciens,#N/A,,#N/A
181419,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4393892,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
179427,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
308814,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
255774,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__,#N/A,,#N/A
302455,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
350551,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
561587,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
924504,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__,#N/A,,#N/A
3014527,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Epulopiscium, s__,#N/A,,#N/A
303648,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
2177668,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__,#N/A,,#N/A
1131805,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Anaerostipes, s__,#N/A,,#N/A
104466,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
2233608,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
224155,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
302377,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
20799,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
530061,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
1126373,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
211837,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Acidaminobacteraceae], g__Fusibacter, s__,#N/A,,#N/A
331865,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__,#N/A,,#N/A
186707,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
333702,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
951711,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,#N/A,,#N/A
337327,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,#N/A,,#N/A
1067655,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
177058,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
578022,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__, s__,#N/A,,#N/A
366623,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
293831,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
2821809,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__,#N/A,,#N/A
4388430,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__flavefaciens,#N/A,,#N/A
560196,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
113924,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
360329,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
295952,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
565913,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Caloramator, s__,#N/A,,#N/A
1121530,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ruminis,#N/A,,#N/A
549161,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
263107,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
309419,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
344523,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
180993,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
582136,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
4396655,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
436341,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
351791,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ethanoligenens, s__,#N/A,,#N/A
4331288,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
110404,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__,#N/A,,#N/A
4402709,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Veillonella, s__dispar,#N/A,,#N/A
40149,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
179946,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
343635,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
331657,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4451252,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__melaninogenica,#N/A,,#N/A
999477,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__nanceiensis,#N/A,,#N/A
198373,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
109527,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
293032,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
270264,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
1144764,k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__,#N/A,,#N/A
313106,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
856235,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
110725,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
320321,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
231752,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
546619,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__,#N/A,,#N/A
4479602,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Tannerella, s__,#N/A,,#N/A
397273,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
178302,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
542568,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
798253,k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__,#N/A,,#N/A
531353,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Parabacteroides, s__,#N/A,,#N/A
51677,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
114807,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
158774,k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__, s__,#N/A,,#N/A
197186,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
258389,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
4369329,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__,#N/A,,#N/A
523621,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__, g__, s__,#N/A,,#N/A
518584,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Marinilabiaceae, g__, s__,#N/A,,#N/A
439880,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
158591,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
170010,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__,#N/A,,#N/A
4469813,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Tannerella, s__,#N/A,,#N/A
317385,k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__,#N/A,,#N/A
565572,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__, g__, s__,#N/A,,#N/A
258395,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio, s__,#N/A,,#N/A
350741,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
931971,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae, g__, s__,#N/A,,#N/A
153559,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__C39, s__,#N/A,,#N/A
351300,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
4207913,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__,#N/A,,#N/A
299833,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
356448,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,#N/A,,#N/A
198026,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
316845,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
157144,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
557646,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
762393,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Dysgonomonas, s__gadei,#N/A,,#N/A
540852,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
236308,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__iners,#N/A,,#N/A
297770,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
526131,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,#N/A,,#N/A
521294,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__luteciae,#N/A,,#N/A
291982,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
183312,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
204088,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
183106,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
228374,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
335743,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,#N/A,,#N/A
177917,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
228479,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
196289,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
211422,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
264352,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
313757,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
179343,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
186028,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
187341,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
188883,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
175210,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Candidatus Azobacteroides, s__,#N/A,,#N/A
353561,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
1107761,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
526676,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4302401,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Syntrophomonadaceae, g__Syntrophomonas, s__,#N/A,,#N/A
807277,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,#N/A,,#N/A
288458,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
174805,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
294709,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
181368,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
522549,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4456892,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__,#N/A,,#N/A
304663,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
100923,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
191432,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
196578,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4427092,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,#N/A,,#N/A
338224,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__, s__,#N/A,,#N/A
2349365,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
262752,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
4335555,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
348088,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
810836,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__,#N/A,,#N/A
194662,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
144638,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__,#N/A,,#N/A
4444038,k__Bacteria, p__TM7, c__TM7-3, o__, f__, g__, s__,#N/A,,#N/A
1054318,k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__,#N/A,,#N/A
264298,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
338348,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
204171,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
324867,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
199273,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__,#N/A,,#N/A
538279,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
813220,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Succiniclasticum, s__,#N/A,,#N/A
177070,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
1147637,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Slackia, s__,#N/A,,#N/A
519520,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Pseudoalteromonadaceae, g__, s__,#N/A,,#N/A
191067,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
304242,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__,#N/A,,#N/A
193370,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
230716,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__,#N/A,,#N/A
146138,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,#N/A,,#N/A
835880,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Serratia, s__symbiotica,#N/A,,#N/A
199137,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,#N/A,,#N/A
316852,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Haemophilus, s__,#N/A,,#N/A
315439,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
344170,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
4320971,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii,#N/A,,#N/A
826563,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Vibrionaceae, g__Vibrio, s__,#N/A,,#N/A
302266,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
137650,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
4319984,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__Anaerovorax, s__,#N/A,,#N/A
201511,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__,#N/A,,#N/A
590243,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__,#N/A,,#N/A
561133,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
180119,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
4333654,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
303954,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__,#N/A,,#N/A
264955,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,#N/A,,#N/A
339293,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
846477,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
265932,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__,#N/A,,#N/A
312325,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
301585,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
363400,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
584742,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Dechloromonas, s__,#N/A,,#N/A
295153,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
4449608,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__,#N/A,,#N/A
446403,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__,#N/A,,#N/A
298562,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__,#N/A,,#N/A
4418395,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__Methylobacterium, s__,#N/A,,#N/A
4455677,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__,#N/A,,#N/A
729833,k__Bacteria, p__Armatimonadetes, c__Armatimonadia, o__Armatimonadales, f__Armatimonadaceae, g__, s__,#N/A,,#N/A
4307897,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__equi,#N/A,,#N/A
4418215,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__,#N/A,,#N/A
